,id,name,domain_id,closed,city_name,zipcode,geohash,new_open,weighted_average_rating,number_of_chains,number_of_bookmarks,number_of_reviews,number_of_product_tags,total_number_of_views,number_of_checkins,number_of_menu_groups,number_of_menu_photos,category_name,price_range,avg_price,parking,credit_card_accepted,good_for_groups,good_for_kids,bookable,best_of_wongnai,wifi,number_of_seats,music_venue,hotel_restaurant,pet_friendly,delivery
226490,315055,ฮาวาก๋วยเตี๋ยวกั้ง,1,0,Nakhon Si Thammarat,,w1x147w,0,3.0,,,2,0,609,1,0,1,Noodles,1.0,,1.0,,,,,,,2.0,,,,
226579,315171,สุกี้ถาดยักษ์,1,0,Nakhon Si Thammarat,,w1rpfgw,0,0.0,,,0,0,164,0,0,0,Sukiyaki/Shabu,2.0,,,,,,,,,,,,,
226699,315369,ร้านก๋วยเตี๋ยวบุหลันโกจิตร,1,0,Nakhon Si Thammarat,80000,w1x04bb,0,3.401574803,,11.0,6,3,1433,11,0,0,Noodles,1.0,,,,,,,,,,,,,
226784,315495,ข้าวแกงอ้ายเท่ง,1,0,Nakhon Si Thammarat,80110,w1qykss,0,5.0,,2.0,0,0,569,0,0,0,Quick Meal,1.0,,3.0,,,,,,,,,,,
226789,315502,โตโต้ โอชา,1,0,Nakhon Si Thammarat,80000,w1rpfuy,0,3.272727273,,10.0,7,1,2502,0,0,0,Dim Sum,1.0,,,0.0,1.0,1.0,,,0.0,2.0,,,,
227006,315806,ไร่เกษมสุข,1,0,Nakhon Si Thammarat,,w1qxqd4,0,4.572727273,,35.0,7,0,9955,3,0,3,Café/Coffee Shop,1.0,,3.0,0.0,1.0,1.0,0.0,,,5.0,,,,
227207,316045,ครัวฉานรสเด็ดข้าวต้มโต้รุ่ง,1,0,Nakhon Si Thammarat,80120,w1x51nc,0,0.0,,,0,0,184,0,0,0,Thai,,,,,,,,,,,,,,
227316,316213,ชายสี่หมี่เกี๊ยว,1,0,Nakhon Si Thammarat,,w1x04be,0,3.702970297,,,4,2,912,6,0,0,Noodles,1.0,,1.0,0.0,,,,,,,,,,
227420,316358,ข้าวขาหมู,1,0,Nakhon Si Thammarat,80110,w1qykqc,0,4.0,,2.0,1,0,592,0,0,0,Street Food/Food Stands,1.0,,,,,,,,,,,,,
227496,316460,เย็นตาโฟ(สูตรตรัง),1,0,Nakhon Si Thammarat,,w1x04bg,0,4.008695652,,19.0,9,3,1918,7,0,1,Noodles,1.0,,1.0,0.0,,,,,,,,,,
227655,316664,ร้านข้าวแกงประชาวัฒนา,1,0,Nakhon Si Thammarat,80140,w1rr2pu,0,0.0,,1.0,0,0,229,0,0,0,Thai,,,,,,,,,,,,,,
227680,316715,XO ไอติมไข่แข็ง,1,0,Nakhon Si Thammarat,80000,w1rpfvh,0,4.495049505,,28.0,4,1,2194,5,0,2,Ice Cream,1.0,,1.0,0.0,,,,,1.0,2.0,,,,
227692,316736,Black Canyon Robinson Ocean,1,0,Nakhon Si Thammarat,80000,w1rpfzf,0,3.642857143,,2.0,5,2,2960,2,0,2,American,2.0,,,,,,,,,,,,,
227746,316818,บ้าน ณ คอน,1,0,Nakhon Si Thammarat,80000,w1rpfyu,0,4.0,,3.0,3,2,1731,4,0,0,Hotel Buffet,1.0,,3.0,0.0,,,,,,2.0,,1.0,,
227752,316825,ร้านอาหารกันเอง,1,0,Nakhon Si Thammarat,80140,w1rprw1,0,4.0,,1.0,1,0,326,0,0,0,Thai,1.0,,,,,,,,,,,,,
227798,316880,เฉลิมโอชา,1,0,Nakhon Si Thammarat,80110,w1qykwg,0,3.714285714,,4.0,2,1,588,0,0,0,Noodles,1.0,,1.0,,,,,,,,,,,
227825,316917,ร้านท่าม้าครัวเจ,1,0,Nakhon Si Thammarat,80000,w1rpfub,0,0.0,,1.0,0,0,417,0,0,1,Vegeterian,1.0,,1.0,0.0,,,,,1.0,2.0,,0.0,0.0,
227917,317049,ครัวธราดล หาดสนอ่อน,1,0,Nakhon Si Thammarat,80120,w1x43g3,0,3.588235294,,7.0,2,1,4353,3,0,0,Seafood,2.0,,3.0,1.0,,,,,,,,,,
228060,317404,ข้าวขาหมูโกเสียง,1,0,Nakhon Si Thammarat,80340,w1x49q3,0,4.0,,,1,0,198,0,0,1,Quick Meal,,,,,,,,,,,,,,
228224,317742,พรชาติตำแซ่บ,1,0,Nakhon Si Thammarat,,w1wbrqm,0,4.666666667,,,1,0,244,0,0,0,North East,1.0,,,,,,,,,,,,,
228235,317757,ชายสามตามสั่ง,1,0,Nakhon Si Thammarat,80160,w1x11xr,0,4.0,,1.0,1,0,222,1,0,0,Quick Meal,1.0,,1.0,,,,,,,2.0,,,,
228469,318085,ก๋วยเตี๋ยวป้าภาสูตรโบราณ เจ้าเก่า,1,0,Nakhon Si Thammarat,,w1x51pz,0,4.0,,,3,0,483,1,0,0,Noodles,1.0,,,,,,,,,,,,,
228689,318472,ชาพี่แหลม,1,0,Nakhon Si Thammarat,,w1x139r,0,3.567307692,,5.0,6,0,1414,4,0,0,Juice/Coffee/Tea/Soft drinks,1.0,,3.0,0.0,,,,,1.0,3.0,,,,
228809,318696,ครัวฅนไม้หลา,1,0,Nakhon Si Thammarat,80000,w1rpfzu,0,4.315217391,,10.0,5,0,1392,3,0,0,Quick Meal,1.0,,1.0,0.0,,,,,,2.0,,,,
228823,318711,อาหารตามสั่ง ถนนข้างพระธาตุ นครศรี,1,0,Nakhon Si Thammarat,80230,w1qzqzm,0,3.0,,,1,0,283,0,0,0,Quick Meal,1.0,,0.0,,,,,,,,,,,
228883,318782,ครัวโลมา,1,0,Nakhon Si Thammarat,80120,w1x5by0,0,0.0,,,0,0,288,0,0,0,Thai,,,,,,,,,,,,,,
228884,318783,ร้านอาหารจ๊ะโอ๋,1,0,Nakhon Si Thammarat,80180,w1rj76z,0,0.0,,,0,0,461,0,0,0,Thai,,,,,,,,,,,,,,
228895,318795,นกแอนนวดแผนโบราณ,1,0,Nakhon Si Thammarat,80140,w1rprzr,0,0.0,,,0,0,363,0,0,0,Other,,,,,,,,,,,,,,
228899,318799,ไอศครีมเด่นไทย,1,0,Nakhon Si Thammarat,,w1x049j,0,4.2626262630000005,,22.0,8,0,2359,8,0,0,Ice Cream,1.0,,1.0,0.0,1.0,1.0,0.0,,,,,,,
229030,318943,วันใหม่ Coffee and Restaurant,1,0,Nakhon Si Thammarat,80120,w1x51ph,0,0.0,,,0,0,537,0,0,0,Bars,2.0,,,,1.0,,,,,2.0,1.0,,,
229062,318993,ลาบเป็ดอุดร,1,0,Nakhon Si Thammarat,80230,w1wbrx4,0,0.0,,,0,0,262,0,0,0,North East,1.0,,,,,,,,,,,,,
229092,319042,ร้านภูงามน้ำสวย คีรีวง,1,0,Nakhon Si Thammarat,80230,w1qzyrq,0,4.5,,3.0,2,0,624,1,0,2,Thai,1.0,,3.0,0.0,1.0,1.0,,,,2.0,,,,
229240,319261,ขนมจีนป้าเหนียง,1,0,Nakhon Si Thammarat,,w1rpfwr,0,4.0,,1.0,1,1,424,1,0,0,Thai,1.0,,1.0,,,,,,,3.0,,,,
229757,320039,ชาอเมซิ่ง,1,0,Nakhon Si Thammarat,,w1x0490,1,5.0,,,0,1,354,1,0,0,Café/Coffee Shop,1.0,,2.0,,,,,,1.0,,,,,
229857,320175,ที-เด็ด,1,0,Nakhon Si Thammarat,,w1x11xx,0,4.0,,1.0,1,0,368,0,0,0,Quick Meal,1.0,,3.0,0.0,,,,,1.0,2.0,,,,
229957,320315,โรตีป้าหนอม,1,0,Nakhon Si Thammarat,80000,w1rpfvh,0,3.9864253389999997,,34.0,13,1,5537,5,0,4,Café/Coffee Shop,1.0,,0.0,,,,,,,,,,,
229981,320342,Dairy Queen,1,0,Nakhon Si Thammarat,80110,w1qy7wc,0,3.833333333,228.0,3.0,2,3,921,1,0,0,Ice Cream,1.0,,3.0,,,1.0,,,,0.0,,,,
230004,320380,ทุ่งสงซาลาเปา,1,0,Nakhon Si Thammarat,80110,w1qykmb,0,3.303278689,,12.0,5,3,4171,7,0,0,Dim Sum,2.0,,1.0,0.0,1.0,1.0,0.0,,,3.0,,,,
230069,320464,ก๋วยเตี๋ยวสูตรสตูล,1,0,Nakhon Si Thammarat,,w1x0fq4,0,3.0,,1.0,1,2,428,1,0,0,Noodles,1.0,,3.0,,1.0,1.0,,,,,,,,
230175,320593,Auntie Anne's,1,0,Nakhon Si Thammarat,,w1rpdvg,0,3.8360655739999996,,1.0,5,0,856,6,0,3,Other,1.0,,3.0,0.0,,,,,,1.0,,,,
230234,320674,ราชาบะหมี่เกี๊ยว หมูแดงอบน้ำผึ้ง,1,0,Nakhon Si Thammarat,80000,w1rpfyt,0,4.0,,,3,3,777,2,0,0,Noodles,1.0,,,,,,,,,,,,,
230241,320682,ขนอมติ่มซำ,1,0,Nakhon Si Thammarat,80210,w1xh23d,0,4.2,,18.0,7,3,3557,3,0,1,Dim Sum,2.0,,3.0,0.0,,,,,,,,,,
230395,320897,เกรซ อาหารจานเดียว,1,0,Nakhon Si Thammarat,80000,w1rpdvy,0,3.0,,1.0,1,0,430,1,0,2,Quick Meal,1.0,,1.0,1.0,,,,,,2.0,,,,
230408,320913,ชาช้าง ขนอม,1,0,Nakhon Si Thammarat,,w1xh26u,0,5.0,,,1,0,148,0,0,0,Juice/Coffee/Tea/Soft drinks,1.0,,1.0,0.0,1.0,1.0,,,0.0,,,,,
230573,321139,ร้านอาหารโกท้าว,1,0,Nakhon Si Thammarat,80170,w1rmf84,0,3.384615385,,1.0,3,0,1248,0,0,0,Thai,2.0,,,,,,,,,,,,,
230653,321286,ขนมจีนป้าเหียม บ้านบ่อนนท์,1,0,Nakhon Si Thammarat,,w1x16k9,0,4.0,,,1,0,162,1,0,0,Quick Meal,1.0,,3.0,,,,,,0.0,2.0,,,,
230971,321949,ลิกอร์ สหไทย,1,0,Nakhon Si Thammarat,,w1x048x,0,4.0,,1.0,1,0,610,2,0,1,Quick Meal,2.0,,3.0,,,,,,0.0,2.0,,,,
231311,322446,ร้านกาแฟตรัง,1,0,Nakhon Si Thammarat,80000,w1rpg42,0,3.0,,,2,0,243,1,0,0,Café/Coffee Shop,1.0,,3.0,,,,,,,3.0,,,,
231343,322490,บ้านท่านขุนรัฐวุฒิวิจารณ์,4,0,Nakhon Si Thammarat,80000,w1rpfff,0,0.0,,3.0,0,0,170,0,0,0,Learning Center,,,,,,,,,,,,,,
231390,322554,ครัวธนพร,1,0,Nakhon Si Thammarat,80000,w1x050c,0,3.0,,,1,0,545,0,0,0,Thai,,,,,,,,,,,,,,
231530,322722,ร้านเจ๊แดง,1,0,Nakhon Si Thammarat,80120,w1x51p1,0,4.0,,1.0,1,1,495,0,0,0,Quick Meal,1.0,,,0.0,1.0,1.0,0.0,,,,,,,
231550,322744,ร้านอาหารริมธาร,1,0,Nakhon Si Thammarat,80110,w1qymgu,0,0.0,,,0,0,138,0,0,0,Thai,,,,,,,,,,,,,,
231591,322794,โกยซีหมี่ ถนนท่าโพธิ์,1,0,Nakhon Si Thammarat,80000,w1x04cd,0,3.9770114939999996,,10.0,6,2,902,4,0,0,Thai,1.0,,1.0,,,,,,1.0,,,,,
231597,322800,อีสานร้อยเอ็ด ,1,0,Nakhon Si Thammarat,,w1qz9nz,0,4.0,,2.0,1,0,411,1,0,2,North East,1.0,,1.0,0.0,,,,,,,,,,
231610,322824,i Cup,1,0,Nakhon Si Thammarat,80000,w1x04b9,0,3.0,,2.0,1,0,663,0,0,0,Café/Coffee Shop,1.0,,0.0,,,,,,,,,,,
231650,322867,ขนมจีนซอยเศรษฐี 99,1,0,Nakhon Si Thammarat,,w1rpfze,1,0.0,,,0,0,86,0,0,0,Quick Meal,1.0,,0.0,,,,,,0.0,1.0,,,,
231731,322957,เรณูขนมเปี๊ย,1,0,Nakhon Si Thammarat,80160,w1x13c5,0,4.0,,,1,0,1198,1,0,0,Bakery/Cake,1.0,,1.0,,,,,,,0.0,,,,
231793,323037,เฌอเอม,1,0,Nakhon Si Thammarat,80110,w1rn2rq,0,0.0,,,0,0,192,0,0,0,Thai,,,,,1.0,,,,,,,,,
232092,323361,เป็ดย่างเมืองคอน,1,0,Nakhon Si Thammarat,,w1rpfzc,0,0.0,,,0,0,281,1,0,1,Quick Meal,1.0,,1.0,,,,,,,,,,,
232112,323382,เพื่อนเพคาราโอเกะ,1,0,Nakhon Si Thammarat,80110,w1rn2j7,0,0.0,,,0,0,274,0,0,0,Karaoke,,,,,,,,,,,,,,
232136,323411,แก้วโอชา,1,0,Nakhon Si Thammarat,80000,w1rpftp,0,4.027777778,,4.0,3,1,687,3,0,0,Thai,1.0,,1.0,0.0,1.0,1.0,,,,,,,,
232173,323451,ภัตตาคารโก้โตน,1,0,Nakhon Si Thammarat,80120,w1x51pu,0,3.949438202,,18.0,12,0,8739,7,0,1,Chinese,2.0,,3.0,,,,,,,,,,,
232524,323881,อุทยานแห่งชาติเขานัน,4,0,Nakhon Si Thammarat,80160,w1wczhe,0,0.0,,,0,0,61,0,0,0,Mountain,,,3.0,,,,,,,,,,,
232599,323966,โจ๊กกลางซอย,1,0,Nakhon Si Thammarat,80120,w1x5326,0,4.465116279,,5.0,4,0,2193,1,0,1,Steak House/Barbeque,1.0,,2.0,0.0,1.0,1.0,,,1.0,,,,,
232604,323972,บังกะโลมนูญ,1,0,Nakhon Si Thammarat,80000,w1x143r,0,0.0,,,0,0,196,0,0,0,Other,,,,,,,,,,,,1.0,,
232695,324073,น้ำตกโยง,4,0,Nakhon Si Thammarat,80110,w1qymxz,0,3.0,,,1,0,126,0,0,0,Water Fall,,,,,,,,,,,,,,
232768,324158,Kitchen plus,1,0,Nakhon Si Thammarat,80000,w1x04xq,0,4.8888888889999995,77.0,,2,22,734,0,0,0,American,2.0,,3.0,,1.0,1.0,,,,,,,,
232830,324223,Palm Coffee กาแฟสดสวนปาล์ม,1,0,Nakhon Si Thammarat,80000,w1x044k,0,0.0,,4.0,0,1,890,1,0,2,Café/Coffee Shop,2.0,,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,,,,
232864,324258,Anapa by Pim Cake,1,0,Nakhon Si Thammarat,,w1rpfwz,0,4.0,,5.0,2,0,750,3,0,2,Café/Coffee Shop,1.0,,0.0,,,,,,1.0,,,,,
232886,324281,ร้านอาหารโกไข่ (นาบอน),1,0,Nakhon Si Thammarat,80110,w1qz430,0,4.0,,5.0,1,0,1478,2,0,0,Chinese,1.0,,,,,,,,,,,,,
232887,324282,อ้อมค่าย..ซีฟู้ด,1,0,Nakhon Si Thammarat,,w1x04g1,0,0.0,,1.0,0,0,384,0,0,0,Seafood,2.0,,,,,,,,,,,,,
232957,324352,Taste Me,1,0,Nakhon Si Thammarat,80000,w1rpfvf,0,4.0,,1.0,2,0,668,0,0,0,Café/Coffee Shop,2.0,,3.0,,,,,,,,,,,
233258,324663,ครัวน้องไผ่,1,0,Nakhon Si Thammarat,80360,w1qtxtp,0,0.0,,,0,0,176,0,0,0,Thai,,,,,,,,,,,,,,
233357,324771,บ้านสวนธีรพันธุ์,1,0,Nakhon Si Thammarat,,w1wbn20,0,4.0,,,1,0,351,1,0,1,Steak House/Barbeque,1.0,,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,,,,
233436,324854,Little Ice,1,0,Nakhon Si Thammarat,,w1rn2qz,1,0.0,,,0,0,218,0,0,1,Ice Cream,1.0,,3.0,,,,,,,,,,,
233491,324910,ติ่มซำเคหะ,1,0,Nakhon Si Thammarat,,w1rpg01,0,3.0,,4.0,2,1,469,1,0,0,Dim Sum,1.0,,1.0,0.0,,,,,,2.0,,,,
233639,325085,ยำน้าน้อย,1,0,Nakhon Si Thammarat,80000,w1rpfzu,0,3.75147929,,18.0,17,0,2527,21,0,3,Street Food/Food Stands,2.0,,1.0,0.0,,,,,,,,,,
233665,325113,เชย เมืองคอน,1,0,Nakhon Si Thammarat,,w1rpftr,0,3.605263158,,20.0,9,3,3473,11,0,5,Café/Coffee Shop,2.0,,3.0,,,,,,0.0,,,,,
234281,325808,ครัวกัปตัน,1,0,Nakhon Si Thammarat,80280,w1x0d4s,0,3.0,,,1,0,717,1,0,0,Thai,1.0,,,,,,,,,,,,,
234339,325867,ตังเกี๋ย แต่เตี้ยม,1,0,Nakhon Si Thammarat,80000,w1rpgn0,0,3.821543408,,166.0,46,4,21028,20,0,21,Dim Sum,2.0,,1.0,0.0,1.0,1.0,,,0.0,,,,,
234397,325926,ครัวกุ้งเผาซีฟู๊ด,1,0,Nakhon Si Thammarat,80210,w1wuzcy,0,4.0,,3.0,1,0,2372,1,0,7,Thai,3.0,,3.0,0.0,,,,,,,,,,
234421,325950,SK Clinics,2,0,Nakhon Si Thammarat,80000,w1x04bj,0,0.0,,1.0,0,0,1334,0,0,0,Facial,,,,,,,,,,,,,,
234574,326126,ร้านกาแฟชายทุ่ง,1,0,Nakhon Si Thammarat,80000,w1rp5wm,0,0.0,,1.0,0,0,965,0,0,0,Café/Coffee Shop,1.0,,3.0,,,,,,,,,,,
234591,326146,ลูกชิ้นนายน้อย,1,0,Nakhon Si Thammarat,,w1rpfet,0,0.0,,,0,0,484,0,0,0,Barbeque/Grill,1.0,,,,,,,,,,,,,
234685,326250,Fluke Shabu & Grill,1,0,Nakhon Si Thammarat,,w1rpgk8,0,4.0,,,1,0,679,1,0,0,Sukiyaki/Shabu,2.0,,3.0,,,,,,0.0,4.0,,,,
234838,326410,วังเด็กเบเกอรี่,1,0,Nakhon Si Thammarat,80000,w1x048m,0,0.0,,1.0,0,0,175,0,0,0,Bakery/Cake,,,,,,,,,,,,,,
234931,326510,เครปนมสด,1,0,Nakhon Si Thammarat,,w1rpdve,0,2.0,,,1,0,441,1,0,1,Japanese,1.0,,0.0,0.0,,,,,,,,,,
234932,326511,ร้อยสิบ,1,0,Nakhon Si Thammarat,,w1rr805,1,4.5,,,0,0,123,1,0,0,Dessert,1.0,,1.0,,,,,,,2.0,,,,
234956,326536,ข้าวต้ม เกาเหลาเลือดหมู  หน้า  Cat Telecom,1,0,Nakhon Si Thammarat,,w1qykq0,0,3.0,,,1,0,506,0,0,0,Breakfast/Brunch,1.0,,1.0,0.0,,,0.0,,,,,,,
234979,326559,ขนมจีนหลานน้าจุ้ย,1,0,Nakhon Si Thammarat,80000,w1rpff6,0,3.2711864410000002,,3.0,3,2,1128,6,0,0,Thai,1.0,,1.0,0.0,,,,,,,,,,
235018,326601,Fruit Berry Yoghurt,1,0,Nakhon Si Thammarat,,w1rpdve,0,4.0,,,1,0,404,1,0,1,Dessert,1.0,,3.0,,,,,,,0.0,,,,
235214,326810,ร้านก๋วยเตี๋ยวป้าแดง,1,0,Nakhon Si Thammarat,,w1xh0xc,0,4.0,,1.0,1,0,594,0,0,0,Noodles,1.0,,3.0,0.0,,,,,,,,,,
235225,326822,หัวไทรเนื้อย่างเกาหลี,1,0,Nakhon Si Thammarat,80170,w1rmf0m,0,0.0,,,0,0,651,0,0,0,Barbeque/Grill,,,,,,,,,,,,,,
235492,327125,ร้านเติบโตริมทาง,1,0,Nakhon Si Thammarat,80110,w1rn8my,0,3.0,,,1,0,247,1,0,0,Thai,,,,,,,,,,,,,,
235646,327293,ก๋วยเตี้ยวรังสิต,1,0,Nakhon Si Thammarat,80110,w1qz423,0,0.0,,1.0,0,0,438,0,0,0,Noodles,1.0,,,,,,,,,,,,,
235810,327474,Jeep.jeep.bar จิ๊บจิ๊บบาร์ สเต็กปากพนัง,1,0,Nakhon Si Thammarat,80140,w1rr27w,0,0.0,,4.0,0,0,1373,1,0,0,Steak House/Barbeque,1.0,,,1.0,1.0,1.0,1.0,,1.0,3.0,,,,
235875,327555,Chester's Grill เซ็นทรัลพลาซ่า นครศรีธรรมราช,1,0,Nakhon Si Thammarat,,w1rpdve,0,3.512195122,,,2,0,404,2,0,1,Fastfood,2.0,,,,,,,,,,,,,
236185,327914,ครกพ่อเฒ่า ,1,0,Nakhon Si Thammarat,,w1qzyrw,1,2.5,,4.0,2,0,1186,0,0,1,Thai,2.0,,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,0.0,0.0,,1.0
236273,328011,ขะ-หนม หนุ่ย,1,0,Nakhon Si Thammarat,,w1x51r2,0,4.083333333,,20.0,17,1,4043,9,0,0,Café/Coffee Shop,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,
236374,328119,พี่จู๊อาหารตามสั่ง,1,0,Nakhon Si Thammarat,80210,w1xh0r9,0,0.0,,1.0,0,0,424,1,0,1,Quick Meal,1.0,,1.0,,,,,,,,,,,
236427,328176,โรงแรมทุ่งตะวันการ์เด้นแอนด์รีสอร์ท,3,0,Nakhon Si Thammarat,80000,w1rpghb,0,0.0,,,0,0,93,0,0,0,Hotel/Resort,,,3.0,,,,,,0.0,,,,1.0,
236464,328218,ร้านอาหารลาบเป็ดริมเขื่อน,1,0,Nakhon Si Thammarat,80270,w1wbx2x,0,0.0,,1.0,0,0,531,0,0,0,North East,,,,0.0,,,,,,,,,,
236549,328311,Oishi Ramen,1,0,Nakhon Si Thammarat,80000,w1x048w,0,3.9177215189999997,61.0,7.0,9,14,2720,6,0,2,Ramen,2.0,,3.0,1.0,1.0,1.0,0.0,,,,,,,
236727,328500,ขนมจีนในสวนนครศรีธรรมราช,1,0,Nakhon Si Thammarat,80000,w1rpfp3,0,4.164383562,,17.0,5,2,2689,1,0,0,Southern Food,1.0,,1.0,0.0,,,,,1.0,4.0,,,,
236803,328584,ร้านข้าวขาหมูศรีนวล,1,0,Nakhon Si Thammarat,80000,w1rpg97,0,4.173913043,,10.0,7,1,1851,5,0,0,Chinese,1.0,,,,,,,,,,,,,
236849,328634,ที่นี่บีช,3,0,Nakhon Si Thammarat,80120,w1x518d,0,0.0,,,0,0,56,0,0,0,Bungalows/Guest Houses,,,3.0,,,,,,1.0,,,,0.0,
236898,328690,LIGOR สหไทย,1,0,Nakhon Si Thammarat,,w1x04b9,0,4.0,,1.0,1,0,750,1,0,0,Bakery/Cake,1.0,,,,,,,,,,,,,
236990,328795,สิตางค์โยคะแอนด์สปา,2,0,Nakhon Si Thammarat,80110,w1qykrh,0,0.0,,,0,0,538,0,0,0,Spa & Massage,,,,,,,,,,,,,,
237367,329243,Nakhon Cafe ณ คอน  คาเฟ่,1,0,Nakhon Si Thammarat,80280,w1x0d4w,0,3.7681159419999997,,7.0,5,0,2375,4,0,5,Café/Coffee Shop,1.0,,3.0,0.0,1.0,1.0,1.0,,,,,,,
237469,329358,ร้านขนมจีนริมนํ้าหนึ่งในนคร,1,0,Nakhon Si Thammarat,,w1rpmn3,0,0.0,,1.0,0,2,675,0,0,0,Southern Food,1.0,,,,1.0,1.0,,,,,,,,
237813,329747,ขนมบ้านโกไข่,1,0,Nakhon Si Thammarat,,w1rp3vu,1,0.0,,,0,0,8,0,0,0,Bakery/Cake,1.0,,3.0,,,,,,0.0,1.0,,,,
237883,329838,น้ำชาบังบ่าว ,1,0,Nakhon Si Thammarat,80000,w1rpfvq,1,3.956521739,,4.0,2,0,443,1,0,0,Café/Coffee Shop,1.0,,1.0,,1.0,1.0,,,,,,,,
238008,329975,บ้านรถถีบ House&Coffee,1,0,Nakhon Si Thammarat,,w1x01dw,0,3.0,,4.0,1,1,663,0,0,1,Café/Coffee Shop,1.0,,3.0,,,,,,,2.0,,,,
238041,330017,โอปอ อาหารตามสั่ง,1,0,Nakhon Si Thammarat,,w1rpftp,0,4.0,,1.0,1,0,189,1,0,0,Quick Meal,1.0,,1.0,0.0,,,,,0.0,2.0,,,,
238245,330253,Moo Moo Fast Fresh Daily,1,0,Nakhon Si Thammarat,80000,w1rpfrh,0,5.0,,,1,0,305,0,0,0,Steak House/Barbeque,1.0,,3.0,0.0,1.0,1.0,1.0,,2.0,3.0,0.0,0.0,0.0,1.0
238268,330280,กุ๊ดโต๋ช็อพ,1,0,Nakhon Si Thammarat,80120,w1x51ph,0,0.0,,,0,0,121,0,0,0,Other,,,,,,,,,,,,,,
238313,330330,ก๋วยจั๊บน้ำข้นเฮียขาว,1,0,Nakhon Si Thammarat,,w1x13c4,0,4.935483871000001,,1.0,2,0,257,1,0,0,Quick Meal,1.0,,1.0,,,,,,0.0,2.0,,,,
238342,330365,ก๋วยจั๊บไก่ ป้าทีป,1,0,Nakhon Si Thammarat,,w1rpfyf,0,4.0,,1.0,3,0,663,3,0,0,Noodles,1.0,,1.0,0.0,,,,,,,,,,
238353,330376,The Pizza Company,1,0,Nakhon Si Thammarat,80250,w1qzhp4,0,0.0,,3.0,0,10,1469,0,0,0,Pizza,3.0,,3.0,,1.0,1.0,,,,,,,,
238622,330660,ก๋วยเตี๋ยวหมูมะขามทอง,1,0,Nakhon Si Thammarat,80000,w1rpfzc,0,3.611336032,,43.0,19,3,8967,9,0,4,Noodles,1.0,,,0.0,,,,,,,,,,
238658,330697,โรงแรมเบญจธารารีสอร์ท,1,0,Nakhon Si Thammarat,80000,w1rpf9y,0,1.0,,,1,0,482,0,0,0,Breakfast/Brunch,,,,,,,,,,,,1.0,,
238750,330797,ขนมจีนแม่ศรีนวล,1,0,Nakhon Si Thammarat,,w1qykqb,0,2.935483871,,,1,1,582,1,0,0,Southern Food,1.0,,,,,,,,,,,,,
238789,330842,ครัวพี่แป๊ะ ปักษ์ใต้ตามสั่ง,1,0,Nakhon Si Thammarat,,w1rpfuf,0,4.0,,7.0,3,0,402,1,0,2,Southern Food,2.0,,1.0,,,,,,,,,,,
238944,331011,ริมคลองคันทรี่,1,0,Nakhon Si Thammarat,80120,w1xh2mj,0,0.0,,2.0,0,0,397,0,0,0,Waterside,,,,,,,,,,,,,,
238953,331021,โรงแรมอาว่ารีสอร์ทแอนด์สปา,3,0,Nakhon Si Thammarat,80210,w1xh09v,0,0.0,,,0,0,73,0,0,0,Hotel/Resort,,,3.0,,,,,,1.0,,,,1.0,
238970,331038,ขนมจีนเส้นสดแม่แอ๊ด,1,0,Nakhon Si Thammarat,80000,w1rpfex,0,3.925925926,,121.0,31,2,9913,21,0,0,Southern Food,1.0,,1.0,0.0,1.0,0.0,0.0,,,,,,,
238992,331062,โรตีลุงล้าน,1,0,Nakhon Si Thammarat,,w1rpfrj,0,4.387755102,,4.0,4,1,679,1,0,1,Street Food/Food Stands,1.0,,3.0,0.0,,,,,,,,,,
239221,331318,ข้าวแกงพื้นบ้าน ลานสกา,1,0,Nakhon Si Thammarat,80230,w1qzxm0,0,4.0,,3.0,2,0,1221,3,0,0,Thai,1.0,,3.0,0.0,1.0,1.0,,,,,,,,
239277,331379,แกงไตปลาป้ามณฑา,1,0,Nakhon Si Thammarat,80140,w1rr2pk,0,0.0,,1.0,0,0,210,0,0,0,Delivery Only,1.0,,,,,,,,,,,,,
239346,331457,อีสานแซบ,1,0,Nakhon Si Thammarat,80110,w1qykjw,0,4.0,,,1,0,342,1,0,0,North East,1.0,,,,,,,,,,,,,
239401,331514,น้องออ ขาหมู หมูแดง ก๋วยเตี๋ยวหางหมู,1,0,Nakhon Si Thammarat,,w1rj76w,0,3.0,,,1,0,167,1,0,0,Quick Meal,1.0,,1.0,0.0,,,,,1.0,,,,,
239795,331949,San Shi ro (Steak & Pasta),1,0,Nakhon Si Thammarat,80000,w1rpgn7,0,3.930232558,,27.0,8,1,1759,3,0,1,Italian,2.0,,1.0,1.0,,,,,,,,,,
239898,332061,39 Bar & Bistro,1,0,Nakhon Si Thammarat,80110,w1qykqu,0,3.8,,6.0,2,0,4472,2,0,5,Pubs/Dance Clubs/Disco Tecs,2.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,
239955,332126,ครัวแอ็ด,1,0,Nakhon Si Thammarat,80120,w1x41eh,0,0.0,,1.0,0,0,122,0,0,0,Thai,,,,,,,,,,,,,,
